number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
239,0.9417380690187634,2024-06-06 16:53:16.968841,2024-06-06 16:53:37.470589,0 days 00:00:20.501748,32,1,2,175,COMPLETE
240,0.9416521534201134,2024-06-06 16:53:16.974613,2024-06-06 16:53:40.515558,0 days 00:00:23.540945,39,1,2,197,COMPLETE
241,0.941773550529733,2024-06-06 16:53:17.360894,2024-06-06 16:53:37.942663,0 days 00:00:20.581769,35,1,2,174,COMPLETE
242,0.9417676920158604,2024-06-06 16:53:17.697538,2024-06-06 16:53:38.299126,0 days 00:00:20.601588,38,1,2,176,COMPLETE
243,0.9417405840072748,2024-06-06 16:53:17.738993,2024-06-06 16:53:38.261726,0 days 00:00:20.522733,32,1,2,174,COMPLETE
244,0.941773550529733,2024-06-06 16:53:17.999678,2024-06-06 16:53:38.561604,0 days 00:00:20.561926,35,1,2,174,COMPLETE
245,0.9418135981418723,2024-06-06 16:53:18.152335,2024-06-06 16:53:38.745183,0 days 00:00:20.592848,35,1,2,175,COMPLETE
246,0.941773550529733,2024-06-06 16:53:18.281728,2024-06-06 16:53:38.891960,0 days 00:00:20.610232,35,1,2,174,COMPLETE
247,0.9418135981418723,2024-06-06 16:53:18.304984,2024-06-06 16:53:39.070949,0 days 00:00:20.765965,35,1,2,175,COMPLETE
248,0.9417405840072748,2024-06-06 16:53:18.658917,2024-06-06 16:53:39.238836,0 days 00:00:20.579919,32,1,2,174,COMPLETE
249,0.941773550529733,2024-06-06 16:53:18.873456,2024-06-06 16:53:39.440348,0 days 00:00:20.566892,35,1,2,174,COMPLETE
250,0.941773550529733,2024-06-06 16:53:19.020317,2024-06-06 16:53:39.354947,0 days 00:00:20.334630,35,1,2,174,COMPLETE
251,0.9418135981418723,2024-06-06 16:53:19.072945,2024-06-06 16:53:39.697432,0 days 00:00:20.624487,35,1,2,175,COMPLETE
252,0.9418402846716274,2024-06-06 16:53:19.373641,2024-06-06 16:53:39.959427,0 days 00:00:20.585786,35,1,2,177,COMPLETE
253,0.9417405840072748,2024-06-06 16:53:19.503105,2024-06-06 16:53:40.116652,0 days 00:00:20.613547,32,1,2,174,COMPLETE
254,0.9418402846716274,2024-06-06 16:53:19.510558,2024-06-06 16:53:40.341634,0 days 00:00:20.831076,35,1,2,177,COMPLETE
255,0.9418217223005485,2024-06-06 16:53:19.791963,2024-06-06 16:53:39.949101,0 days 00:00:20.157138,35,1,2,172,COMPLETE
256,0.9417380690187634,2024-06-06 16:53:20.114392,2024-06-06 16:53:40.891398,0 days 00:00:20.777006,32,1,2,175,COMPLETE
257,0.9418135981418723,2024-06-06 16:53:20.396331,2024-06-06 16:53:40.822443,0 days 00:00:20.426112,35,1,2,175,COMPLETE
258,0.9418135981418723,2024-06-06 16:53:20.659143,2024-06-06 16:53:41.197329,0 days 00:00:20.538186,35,1,2,175,COMPLETE
259,0.941773550529733,2024-06-06 16:53:20.961611,2024-06-06 16:53:41.411176,0 days 00:00:20.449565,35,1,2,174,COMPLETE
260,0.9417405840072748,2024-06-06 16:53:21.412331,2024-06-06 16:53:41.785031,0 days 00:00:20.372700,32,1,2,174,COMPLETE
261,0.9417380690187634,2024-06-06 16:53:22.093025,2024-06-06 16:53:42.606835,0 days 00:00:20.513810,32,1,2,175,COMPLETE
262,0.9417380690187634,2024-06-06 16:53:23.132139,2024-06-06 16:53:43.274063,0 days 00:00:20.141924,32,1,2,175,COMPLETE
263,0.941773550529733,2024-06-06 16:53:23.283222,2024-06-06 16:53:43.717111,0 days 00:00:20.433889,35,1,2,174,COMPLETE
264,0.941773550529733,2024-06-06 16:53:24.024004,2024-06-06 16:53:44.215077,0 days 00:00:20.191073,35,1,2,174,COMPLETE
265,0.9418135981418723,2024-06-06 16:53:24.565464,2024-06-06 16:53:44.989788,0 days 00:00:20.424324,35,1,2,175,COMPLETE
266,0.9417380690187634,2024-06-06 16:53:25.203832,2024-06-06 16:53:45.659748,0 days 00:00:20.455916,32,1,2,175,COMPLETE
267,0.9418135981418723,2024-06-06 16:53:25.542715,2024-06-06 16:53:45.993476,0 days 00:00:20.450761,35,1,2,175,COMPLETE
268,0.941773550529733,2024-06-06 16:53:25.881135,2024-06-06 16:53:46.326550,0 days 00:00:20.445415,35,1,2,174,COMPLETE
269,0.9418135981418723,2024-06-06 16:53:26.166109,2024-06-06 16:53:46.714414,0 days 00:00:20.548305,35,1,2,175,COMPLETE
270,0.9418135981418723,2024-06-06 16:53:26.310911,2024-06-06 16:53:46.965099,0 days 00:00:20.654188,35,1,2,175,COMPLETE
271,0.9418135981418723,2024-06-06 16:53:26.368692,2024-06-06 16:53:46.927039,0 days 00:00:20.558347,35,1,2,175,COMPLETE
272,0.941773550529733,2024-06-06 16:53:26.628819,2024-06-06 16:53:47.198297,0 days 00:00:20.569478,35,1,2,174,COMPLETE
273,0.9417759796399816,2024-06-06 16:53:29.091542,2024-06-06 16:53:49.450019,0 days 00:00:20.358477,38,1,2,175,COMPLETE
274,0.9417380690187634,2024-06-06 16:53:29.099887,2024-06-06 16:53:49.542318,0 days 00:00:20.442431,32,1,2,175,COMPLETE
275,0.941773550529733,2024-06-06 16:53:29.472259,2024-06-06 16:53:49.812620,0 days 00:00:20.340361,35,1,2,174,COMPLETE
276,0.9417305522316264,2024-06-06 16:53:29.850625,2024-06-06 16:53:50.419523,0 days 00:00:20.568898,32,1,2,176,COMPLETE
277,0.9418050498824172,2024-06-06 16:53:29.851664,2024-06-06 16:53:50.332602,0 days 00:00:20.480938,35,1,2,176,COMPLETE
278,0.9417405840072748,2024-06-06 16:53:31.090088,2024-06-06 16:53:51.227789,0 days 00:00:20.137701,32,1,2,174,COMPLETE
279,0.9417380690187634,2024-06-06 16:53:31.241057,2024-06-06 16:53:51.389236,0 days 00:00:20.148179,32,1,2,175,COMPLETE
280,0.9417405840072748,2024-06-06 16:53:31.608720,2024-06-06 16:53:51.744564,0 days 00:00:20.135844,32,1,2,174,COMPLETE
281,0.9418146289113289,2024-06-06 16:53:32.035308,2024-06-06 16:53:52.132583,0 days 00:00:20.097275,35,1,2,173,COMPLETE
282,0.9418135981418723,2024-06-06 16:53:32.040312,2024-06-06 16:53:52.590407,0 days 00:00:20.550095,35,1,2,175,COMPLETE
283,0.9418135981418723,2024-06-06 16:53:32.043503,2024-06-06 16:53:52.374025,0 days 00:00:20.330522,35,1,2,175,COMPLETE
284,0.9418135981418723,2024-06-06 16:53:32.471687,2024-06-06 16:53:52.850151,0 days 00:00:20.378464,35,1,2,175,COMPLETE
285,0.941773550529733,2024-06-06 16:53:32.616664,2024-06-06 16:53:52.580831,0 days 00:00:19.964167,35,1,2,174,COMPLETE
286,0.9418135981418723,2024-06-06 16:53:32.805015,2024-06-06 16:53:53.113580,0 days 00:00:20.308565,35,1,2,175,COMPLETE
287,0.9417676920158604,2024-06-06 16:53:33.241558,2024-06-06 16:53:53.775943,0 days 00:00:20.534385,38,1,2,176,COMPLETE
288,0.9417992879171919,2024-06-06 16:53:33.363486,2024-06-06 16:53:53.385732,0 days 00:00:20.022246,38,1,2,173,COMPLETE
289,0.9418062290231419,2024-06-06 16:53:33.541880,2024-06-06 16:53:53.539270,0 days 00:00:19.997390,38,1,2,172,COMPLETE
290,0.9418146289113289,2024-06-06 16:53:33.682778,2024-06-06 16:53:53.737982,0 days 00:00:20.055204,35,1,2,173,COMPLETE
291,0.9418217223005485,2024-06-06 16:53:33.891536,2024-06-06 16:53:53.607669,0 days 00:00:19.716133,35,1,2,172,COMPLETE
292,0.9418217223005485,2024-06-06 16:53:34.042691,2024-06-06 16:53:54.186522,0 days 00:00:20.143831,35,1,2,172,COMPLETE
293,0.9414711132364396,2024-06-06 16:53:34.141779,2024-06-06 16:53:51.588243,0 days 00:00:17.446464,35,1,2,151,COMPLETE
294,0.9418146289113289,2024-06-06 16:53:34.520980,2024-06-06 16:53:54.591478,0 days 00:00:20.070498,35,1,2,173,COMPLETE
295,0.9418335081180352,2024-06-06 16:53:34.762936,2024-06-06 16:53:54.626342,0 days 00:00:19.863406,35,1,2,171,COMPLETE
296,0.9418062290231419,2024-06-06 16:53:34.997588,2024-06-06 16:53:54.954022,0 days 00:00:19.956434,38,1,2,172,COMPLETE
297,0.9418146289113289,2024-06-06 16:53:35.548579,2024-06-06 16:53:55.694607,0 days 00:00:20.146028,35,1,2,173,COMPLETE
298,0.9418217223005485,2024-06-06 16:53:35.758632,2024-06-06 16:53:55.717865,0 days 00:00:19.959233,35,1,2,172,COMPLETE
299,0.941490485205734,2024-06-06 16:53:36.029160,2024-06-06 16:53:53.509572,0 days 00:00:17.480412,35,1,2,152,COMPLETE
300,0.9418335081180352,2024-06-06 16:53:36.779119,2024-06-06 16:53:56.685736,0 days 00:00:19.906617,35,1,2,171,COMPLETE
301,0.941490485205734,2024-06-06 16:53:37.227242,2024-06-06 16:53:55.041966,0 days 00:00:17.814724,35,1,2,152,COMPLETE
302,0.9418472704100238,2024-06-06 16:53:37.451015,2024-06-06 16:53:57.221335,0 days 00:00:19.770320,35,1,2,170,COMPLETE
303,0.9418472704100238,2024-06-06 16:53:37.471743,2024-06-06 16:53:57.358883,0 days 00:00:19.887140,35,1,2,170,COMPLETE
304,0.9417667005250162,2024-06-06 16:53:37.944047,2024-06-06 16:54:00.966668,0 days 00:00:23.022621,35,1,2,195,COMPLETE
305,0.9418335081180352,2024-06-06 16:53:38.263311,2024-06-06 16:53:58.076136,0 days 00:00:19.812825,35,1,2,171,COMPLETE
306,0.941490485205734,2024-06-06 16:53:38.300252,2024-06-06 16:53:56.073116,0 days 00:00:17.772864,35,1,2,152,COMPLETE
307,0.9414711132364396,2024-06-06 16:53:38.577410,2024-06-06 16:53:56.162676,0 days 00:00:17.585266,35,1,2,151,COMPLETE
308,0.9418335081180352,2024-06-06 16:53:38.753356,2024-06-06 16:53:58.398315,0 days 00:00:19.644959,35,1,2,171,COMPLETE
309,0.9418472704100238,2024-06-06 16:53:38.896847,2024-06-06 16:53:58.552575,0 days 00:00:19.655728,35,1,2,170,COMPLETE
310,0.9418335081180352,2024-06-06 16:53:39.072075,2024-06-06 16:53:58.868164,0 days 00:00:19.796089,35,1,2,171,COMPLETE
311,0.9418472704100238,2024-06-06 16:53:39.241104,2024-06-06 16:53:58.854237,0 days 00:00:19.613133,35,1,2,170,COMPLETE
312,0.9414711132364396,2024-06-06 16:53:39.360482,2024-06-06 16:53:56.861808,0 days 00:00:17.501326,35,1,2,151,COMPLETE
313,0.9418335081180352,2024-06-06 16:53:39.441593,2024-06-06 16:53:59.221277,0 days 00:00:19.779684,35,1,2,171,COMPLETE
314,0.9374309412717501,2024-06-06 16:53:39.701060,2024-06-06 16:53:54.439089,0 days 00:00:14.738029,35,4,2,152,COMPLETE
315,0.9418335081180352,2024-06-06 16:53:39.950511,2024-06-06 16:53:59.683125,0 days 00:00:19.732614,35,1,2,171,COMPLETE
316,0.9418335081180352,2024-06-06 16:53:39.960933,2024-06-06 16:53:59.695207,0 days 00:00:19.734274,35,1,2,171,COMPLETE
317,0.9418335081180352,2024-06-06 16:53:40.140645,2024-06-06 16:53:59.693111,0 days 00:00:19.552466,35,1,2,171,COMPLETE
318,0.9418335081180352,2024-06-06 16:53:40.343800,2024-06-06 16:54:00.102057,0 days 00:00:19.758257,35,1,2,171,COMPLETE
319,0.937770826800076,2024-06-06 16:53:40.526563,2024-06-06 16:53:57.001984,0 days 00:00:16.475421,35,4,2,170,COMPLETE
320,0.9418472704100238,2024-06-06 16:53:40.824373,2024-06-06 16:54:00.302712,0 days 00:00:19.478339,35,1,2,170,COMPLETE
321,0.9377716341294565,2024-06-06 16:53:40.893601,2024-06-06 16:53:57.517053,0 days 00:00:16.623452,35,4,2,171,COMPLETE
322,0.9418472704100238,2024-06-06 16:53:41.198677,2024-06-06 16:54:00.654549,0 days 00:00:19.455872,35,1,2,170,COMPLETE
323,0.9418472704100238,2024-06-06 16:53:41.413283,2024-06-06 16:54:00.884779,0 days 00:00:19.471496,35,1,2,170,COMPLETE
324,0.9418472704100238,2024-06-06 16:53:41.786587,2024-06-06 16:54:01.327917,0 days 00:00:19.541330,35,1,2,170,COMPLETE
325,0.937770826800076,2024-06-06 16:53:42.608107,2024-06-06 16:53:59.149713,0 days 00:00:16.541606,35,4,3,170,COMPLETE
326,0.9415454456951764,2024-06-06 16:53:43.275828,2024-06-06 16:54:00.973640,0 days 00:00:17.697812,35,1,2,153,COMPLETE
327,0.9418068587448405,2024-06-06 16:53:43.729501,2024-06-06 16:54:03.077554,0 days 00:00:19.348053,35,1,2,169,COMPLETE
328,0.9415083501133865,2024-06-06 16:53:44.216192,2024-06-06 16:54:02.926449,0 days 00:00:18.710257,35,1,3,170,COMPLETE
329,0.9418472704100238,2024-06-06 16:53:44.993460,2024-06-06 16:54:04.296858,0 days 00:00:19.303398,35,1,2,170,COMPLETE
330,0.9418472704100238,2024-06-06 16:53:45.660997,2024-06-06 16:54:05.000248,0 days 00:00:19.339251,35,1,2,170,COMPLETE
331,0.9377272511342085,2024-06-06 16:53:46.004443,2024-06-06 16:54:02.666969,0 days 00:00:16.662526,35,4,2,169,COMPLETE
332,0.9414336545085061,2024-06-06 16:53:46.327944,2024-06-06 16:54:05.340188,0 days 00:00:19.012244,35,1,3,169,COMPLETE
333,0.937770826800076,2024-06-06 16:53:46.717939,2024-06-06 16:54:03.398906,0 days 00:00:16.680967,35,4,3,170,COMPLETE
334,0.941490485205734,2024-06-06 16:53:46.928649,2024-06-06 16:54:04.301877,0 days 00:00:17.373228,35,1,2,152,COMPLETE
335,0.9418068587448405,2024-06-06 16:53:46.966400,2024-06-06 16:54:06.099461,0 days 00:00:19.133061,35,1,2,169,COMPLETE
336,0.9377272511342085,2024-06-06 16:53:47.199354,2024-06-06 16:54:03.613203,0 days 00:00:16.413849,35,4,2,169,COMPLETE
337,0.9418068587448405,2024-06-06 16:53:49.451222,2024-06-06 16:54:08.583075,0 days 00:00:19.131853,35,1,2,169,COMPLETE
338,0.937770826800076,2024-06-06 16:53:49.543614,2024-06-06 16:54:06.511487,0 days 00:00:16.967873,35,4,3,170,COMPLETE
339,0.9418335081180352,2024-06-06 16:53:49.815213,2024-06-06 16:54:08.937761,0 days 00:00:19.122548,35,1,2,171,COMPLETE
340,0.9377272511342085,2024-06-06 16:53:50.334000,2024-06-06 16:54:07.061835,0 days 00:00:16.727835,35,4,2,169,COMPLETE
341,0.9415083501133865,2024-06-06 16:53:50.420616,2024-06-06 16:54:09.335659,0 days 00:00:18.915043,35,1,3,170,COMPLETE
342,0.9418068587448405,2024-06-06 16:53:51.229596,2024-06-06 16:54:10.161185,0 days 00:00:18.931589,35,1,2,169,COMPLETE
343,0.9418068587448405,2024-06-06 16:53:51.390466,2024-06-06 16:54:10.310006,0 days 00:00:18.919540,35,1,2,169,COMPLETE
344,0.9418161149032365,2024-06-06 16:53:51.589715,2024-06-06 16:54:10.394548,0 days 00:00:18.804833,35,1,2,168,COMPLETE
345,0.937770826800076,2024-06-06 16:53:51.748347,2024-06-06 16:54:08.614198,0 days 00:00:16.865851,35,4,3,170,COMPLETE
346,0.9417548305135497,2024-06-06 16:53:52.134047,2024-06-06 16:54:13.857077,0 days 00:00:21.723030,35,1,2,193,COMPLETE
347,0.9418472704100238,2024-06-06 16:53:52.375918,2024-06-06 16:54:11.344021,0 days 00:00:18.968103,35,1,2,170,COMPLETE
348,0.9418068587448405,2024-06-06 16:53:52.583190,2024-06-06 16:54:11.465243,0 days 00:00:18.882053,35,1,2,169,COMPLETE
349,0.9418068587448405,2024-06-06 16:53:52.591755,2024-06-06 16:54:11.681173,0 days 00:00:19.089418,35,1,2,169,COMPLETE
350,0.937770826800076,2024-06-06 16:53:52.852058,2024-06-06 16:54:09.643184,0 days 00:00:16.791126,35,4,3,170,COMPLETE
351,0.9418472704100238,2024-06-06 16:53:53.115179,2024-06-06 16:54:12.000322,0 days 00:00:18.885143,35,1,2,170,COMPLETE
352,0.9418068587448405,2024-06-06 16:53:53.388611,2024-06-06 16:54:12.301222,0 days 00:00:18.912611,35,1,2,169,COMPLETE
353,0.9415083501133865,2024-06-06 16:53:53.520828,2024-06-06 16:54:12.617340,0 days 00:00:19.096512,35,1,3,170,COMPLETE
354,0.9418068587448405,2024-06-06 16:53:53.551874,2024-06-06 16:54:12.514058,0 days 00:00:18.962184,35,1,2,169,COMPLETE
355,0.9414336545085061,2024-06-06 16:53:53.610494,2024-06-06 16:54:12.544011,0 days 00:00:18.933517,35,1,3,169,COMPLETE
356,0.9414464362027427,2024-06-06 16:53:53.740017,2024-06-06 16:54:15.120390,0 days 00:00:21.380373,35,1,3,192,COMPLETE
357,0.937770826800076,2024-06-06 16:53:53.778248,2024-06-06 16:54:10.623105,0 days 00:00:16.844857,35,4,2,170,COMPLETE
358,0.93771858890199,2024-06-06 16:53:54.188517,2024-06-06 16:54:12.921762,0 days 00:00:18.733245,35,4,3,192,COMPLETE
359,0.9414464362027427,2024-06-06 16:53:54.440452,2024-06-06 16:54:15.663314,0 days 00:00:21.222862,35,1,3,192,COMPLETE
360,0.9418068587448405,2024-06-06 16:53:54.593285,2024-06-06 16:54:13.221521,0 days 00:00:18.628236,35,1,2,169,COMPLETE
361,0.9418472704100238,2024-06-06 16:53:54.635429,2024-06-06 16:54:13.439471,0 days 00:00:18.804042,35,1,2,170,COMPLETE
362,0.9415083501133865,2024-06-06 16:53:54.961705,2024-06-06 16:54:13.446312,0 days 00:00:18.484607,35,1,3,170,COMPLETE
363,0.9418068587448405,2024-06-06 16:53:55.043089,2024-06-06 16:54:13.709963,0 days 00:00:18.666874,35,1,2,169,COMPLETE
364,0.9418472704100238,2024-06-06 16:53:55.704181,2024-06-06 16:54:14.612159,0 days 00:00:18.907978,35,1,2,170,COMPLETE
365,0.9414336545085061,2024-06-06 16:53:55.719610,2024-06-06 16:54:14.272208,0 days 00:00:18.552598,35,1,3,169,COMPLETE
366,0.9408949410016998,2024-06-06 16:53:56.074158,2024-06-06 16:54:14.157604,0 days 00:00:18.083446,35,2,2,169,COMPLETE
367,0.940868572216075,2024-06-06 16:53:56.167084,2024-06-06 16:54:14.148360,0 days 00:00:17.981276,35,2,3,168,COMPLETE
368,0.9408949410016998,2024-06-06 16:53:56.694121,2024-06-06 16:54:14.792412,0 days 00:00:18.098291,35,2,2,169,COMPLETE
369,0.9418161149032365,2024-06-06 16:53:56.863107,2024-06-06 16:54:15.128610,0 days 00:00:18.265503,35,1,2,168,COMPLETE
370,0.9418161149032365,2024-06-06 16:53:57.003234,2024-06-06 16:54:15.290117,0 days 00:00:18.286883,35,1,2,168,COMPLETE
371,0.940868572216075,2024-06-06 16:53:57.222740,2024-06-06 16:54:15.229005,0 days 00:00:18.006265,35,2,3,168,COMPLETE
372,0.9418161149032365,2024-06-06 16:53:57.360536,2024-06-06 16:54:15.919598,0 days 00:00:18.559062,35,1,2,168,COMPLETE
373,0.9414323503093283,2024-06-06 16:53:57.518380,2024-06-06 16:54:15.920618,0 days 00:00:18.402238,35,1,3,168,COMPLETE
374,0.9418161149032365,2024-06-06 16:53:58.077781,2024-06-06 16:54:16.849564,0 days 00:00:18.771783,35,1,2,168,COMPLETE
375,0.940868572216075,2024-06-06 16:53:58.400176,2024-06-06 16:54:16.487812,0 days 00:00:18.087636,35,2,3,168,COMPLETE
376,0.9408949410016998,2024-06-06 16:53:58.553559,2024-06-06 16:54:17.223766,0 days 00:00:18.670207,35,2,3,169,COMPLETE
377,0.940868572216075,2024-06-06 16:53:58.859342,2024-06-06 16:54:17.391476,0 days 00:00:18.532134,35,2,2,168,COMPLETE
378,0.9418068587448405,2024-06-06 16:53:58.869461,2024-06-06 16:54:17.896720,0 days 00:00:19.027259,35,1,2,169,COMPLETE
379,0.9416809459167437,2024-06-06 16:53:59.150807,2024-06-06 16:54:16.875099,0 days 00:00:17.724292,35,1,2,159,COMPLETE
380,0.9412701135757361,2024-06-06 16:53:59.222754,2024-06-06 16:54:16.680569,0 days 00:00:17.457815,35,1,3,159,COMPLETE
381,0.940868572216075,2024-06-06 16:53:59.684791,2024-06-06 16:54:18.100884,0 days 00:00:18.416093,35,2,2,168,COMPLETE
382,0.9407568790823728,2024-06-06 16:53:59.696055,2024-06-06 16:54:16.700356,0 days 00:00:17.004301,34,2,2,158,COMPLETE
383,0.9407283784843596,2024-06-06 16:53:59.700918,2024-06-06 16:54:17.124810,0 days 00:00:17.423892,34,2,3,160,COMPLETE
384,0.9412812079287977,2024-06-06 16:54:00.112355,2024-06-06 16:54:17.628363,0 days 00:00:17.516008,33,1,3,160,COMPLETE
385,0.9407283784843596,2024-06-06 16:54:00.308065,2024-06-06 16:54:17.905416,0 days 00:00:17.597351,34,2,3,160,COMPLETE
386,0.9413253576666827,2024-06-06 16:54:00.661589,2024-06-06 16:54:18.747846,0 days 00:00:18.086257,34,1,3,162,COMPLETE
387,0.9407678028857103,2024-06-06 16:54:00.887063,2024-06-06 16:54:18.014137,0 days 00:00:17.127074,34,2,2,159,COMPLETE
388,0.9407156540973967,2024-06-06 16:54:00.968154,2024-06-06 16:54:18.538632,0 days 00:00:17.570478,35,2,3,160,COMPLETE
389,0.9417740154149868,2024-06-06 16:54:00.975135,2024-06-06 16:54:19.828340,0 days 00:00:18.853205,33,1,2,168,COMPLETE
390,0.9412188838913625,2024-06-06 16:54:01.329554,2024-06-06 16:54:18.786467,0 days 00:00:17.456913,34,1,3,157,COMPLETE
391,0.9416552720108524,2024-06-06 16:54:02.668052,2024-06-06 16:54:20.303482,0 days 00:00:17.635430,33,1,2,159,COMPLETE
392,0.940751249166407,2024-06-06 16:54:02.928440,2024-06-06 16:54:20.060772,0 days 00:00:17.132332,33,2,2,157,COMPLETE
393,0.9416377186418907,2024-06-06 16:54:03.080215,2024-06-06 16:54:20.919277,0 days 00:00:17.839062,34,1,2,161,COMPLETE
394,0.9415892634090942,2024-06-06 16:54:03.400493,2024-06-06 16:54:20.847126,0 days 00:00:17.446633,34,1,2,158,COMPLETE
395,0.9407283784843596,2024-06-06 16:54:03.614910,2024-06-06 16:54:21.152789,0 days 00:00:17.537879,34,2,2,160,COMPLETE
396,0.9415892634090942,2024-06-06 16:54:04.300682,2024-06-06 16:54:21.743133,0 days 00:00:17.442451,34,1,2,158,COMPLETE
397,0.9416377186418907,2024-06-06 16:54:04.311672,2024-06-06 16:54:22.152916,0 days 00:00:17.841244,34,1,2,161,COMPLETE
398,0.9407568790823728,2024-06-06 16:54:05.001800,2024-06-06 16:54:22.176867,0 days 00:00:17.175067,34,2,4,158,COMPLETE
399,0.9407678028857103,2024-06-06 16:54:05.342174,2024-06-06 16:54:22.684406,0 days 00:00:17.342232,34,2,2,159,COMPLETE
400,0.941108640003064,2024-06-06 16:54:06.101245,2024-06-06 16:54:23.536584,0 days 00:00:17.435339,33,1,4,159,COMPLETE
401,0.941108640003064,2024-06-06 16:54:06.513155,2024-06-06 16:54:23.951788,0 days 00:00:17.438633,33,1,4,159,COMPLETE
402,0.9407480889740589,2024-06-06 16:54:07.070088,2024-06-06 16:54:24.192648,0 days 00:00:17.122560,33,2,2,160,COMPLETE
403,0.9407683556717027,2024-06-06 16:54:08.585076,2024-06-06 16:54:25.764935,0 days 00:00:17.179859,33,2,2,161,COMPLETE
404,0.9411270363476448,2024-06-06 16:54:08.616142,2024-06-06 16:54:26.263640,0 days 00:00:17.647498,33,1,4,161,COMPLETE
405,0.9410716321607043,2024-06-06 16:54:08.939083,2024-06-06 16:54:26.134010,0 days 00:00:17.194927,34,1,4,158,COMPLETE
406,0.9415892634090942,2024-06-06 16:54:09.337559,2024-06-06 16:54:26.597804,0 days 00:00:17.260245,34,1,2,158,COMPLETE
407,0.9408460316965354,2024-06-06 16:54:09.644836,2024-06-06 16:54:27.081784,0 days 00:00:17.436948,33,2,2,163,COMPLETE
408,0.9417404512393933,2024-06-06 16:54:10.163218,2024-06-06 16:54:27.985639,0 days 00:00:17.822421,34,1,2,163,COMPLETE
409,0.9407515700875716,2024-06-06 16:54:10.311321,2024-06-06 16:54:27.248817,0 days 00:00:16.937496,34,2,2,157,COMPLETE
410,0.9416552720108524,2024-06-06 16:54:10.398788,2024-06-06 16:54:27.815987,0 days 00:00:17.417199,33,1,2,159,COMPLETE
411,0.9407678028857103,2024-06-06 16:54:10.627481,2024-06-06 16:54:27.581470,0 days 00:00:16.953989,34,2,4,159,COMPLETE
412,0.9416370876525048,2024-06-06 16:54:11.345499,2024-06-06 16:54:28.837148,0 days 00:00:17.491649,34,1,2,159,COMPLETE
413,0.9415892634090942,2024-06-06 16:54:11.472055,2024-06-06 16:54:28.680812,0 days 00:00:17.208757,34,1,2,158,COMPLETE
414,0.9416021945671063,2024-06-06 16:54:11.685716,2024-06-06 16:54:29.273100,0 days 00:00:17.587384,34,1,2,160,COMPLETE
415,0.9410716321607043,2024-06-06 16:54:12.020711,2024-06-06 16:54:29.260852,0 days 00:00:17.240141,34,1,4,158,COMPLETE
416,0.93932644899345,2024-06-06 16:54:12.302559,2024-06-06 16:54:29.077095,0 days 00:00:16.774536,34,3,2,161,COMPLETE
417,0.9410716321607043,2024-06-06 16:54:12.515545,2024-06-06 16:54:29.762884,0 days 00:00:17.247339,34,1,4,158,COMPLETE
418,0.9407567045490814,2024-06-06 16:54:12.547851,2024-06-06 16:54:29.608206,0 days 00:00:17.060355,33,2,4,158,COMPLETE
419,0.9407486743828478,2024-06-06 16:54:12.618855,2024-06-06 16:54:30.002011,0 days 00:00:17.383156,34,2,2,161,COMPLETE
420,0.9416370876525048,2024-06-06 16:54:12.923928,2024-06-06 16:54:30.595287,0 days 00:00:17.671359,34,1,2,159,COMPLETE
421,0.9407683556717027,2024-06-06 16:54:13.223317,2024-06-06 16:54:30.609006,0 days 00:00:17.385689,33,2,2,161,COMPLETE
422,0.9411280812708694,2024-06-06 16:54:13.441266,2024-06-06 16:54:30.913213,0 days 00:00:17.471947,34,1,4,159,COMPLETE
423,0.9407283784843596,2024-06-06 16:54:13.447759,2024-06-06 16:54:30.741138,0 days 00:00:17.293379,34,2,2,160,COMPLETE
424,0.9417068067953391,2024-06-06 16:54:13.711325,2024-06-06 16:54:32.124869,0 days 00:00:18.413544,34,1,2,162,COMPLETE
425,0.9393267205076206,2024-06-06 16:54:13.858107,2024-06-06 16:54:30.200604,0 days 00:00:16.342497,33,3,2,159,COMPLETE
426,0.9393108697630345,2024-06-06 16:54:14.150141,2024-06-06 16:54:30.649551,0 days 00:00:16.499410,34,3,2,158,COMPLETE
427,0.9416377186418907,2024-06-06 16:54:14.159179,2024-06-06 16:54:32.297716,0 days 00:00:18.138537,34,1,2,161,COMPLETE
428,0.9410716321607043,2024-06-06 16:54:14.273662,2024-06-06 16:54:31.574713,0 days 00:00:17.301051,34,1,4,158,COMPLETE
429,0.9417455261723621,2024-06-06 16:54:14.624078,2024-06-06 16:54:32.766142,0 days 00:00:18.142064,33,1,2,163,COMPLETE
430,0.9393108697630345,2024-06-06 16:54:14.796738,2024-06-06 16:54:31.199177,0 days 00:00:16.402439,33,3,4,158,COMPLETE
431,0.9410522981098973,2024-06-06 16:54:15.122755,2024-06-06 16:54:32.684808,0 days 00:00:17.562053,33,1,4,158,COMPLETE
432,0.9416021945671063,2024-06-06 16:54:15.130054,2024-06-06 16:54:33.114632,0 days 00:00:17.984578,34,1,2,160,COMPLETE
433,0.9416021945671063,2024-06-06 16:54:15.230734,2024-06-06 16:54:33.293589,0 days 00:00:18.062855,34,1,2,160,COMPLETE
434,0.9393059923335936,2024-06-06 16:54:15.293619,2024-06-06 16:54:31.647262,0 days 00:00:16.353643,34,3,4,160,COMPLETE
