number,value,datetime_start,datetime_complete,duration,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
157,0.8827069413721237,2024-06-07 17:33:26.942397,2024-06-07 17:33:28.069345,0 days 00:00:01.126948,0.014689604834667282,0.12459250491858226,10,5,160,COMPLETE
158,0.8854588110965468,2024-06-07 17:33:27.010214,2024-06-07 17:33:28.284769,0 days 00:00:01.274555,0.013567437823844793,0.12654919318682337,10,5,160,COMPLETE
159,0.8837480050844027,2024-06-07 17:33:27.209680,2024-06-07 17:33:29.432328,0 days 00:00:02.222648,0.013312523079180023,0.020466061815342877,10,5,161,COMPLETE
160,0.8878581243753211,2024-06-07 17:33:27.270517,2024-06-07 17:33:28.728211,0 days 00:00:01.457694,0.012958555313515413,0.1576342993464488,10,5,259,COMPLETE
161,0.8865650941979338,2024-06-07 17:33:27.523841,2024-06-07 17:33:30.274707,0 days 00:00:02.750866,0.012855821259017524,0.018796733028117827,10,5,206,COMPLETE
162,0.886574684880527,2024-06-07 17:33:27.712301,2024-06-07 17:33:28.924685,0 days 00:00:01.212384,0.012589052183848549,0.11642843819136416,10,5,204,COMPLETE
163,0.7719550246631968,2024-06-07 17:33:27.902791,2024-06-07 17:33:29.160056,0 days 00:00:01.257265,0.1427253302489105,0.11966769262900626,10,5,261,COMPLETE
164,0.8896941334513839,2024-06-07 17:33:28.072337,2024-06-07 17:33:29.386451,0 days 00:00:01.314114,0.011566412827784167,0.1487238045368558,10,5,204,COMPLETE
165,0.8899041695885188,2024-06-07 17:33:28.152124,2024-06-07 17:33:29.259789,0 days 00:00:01.107665,0.011239274938415072,0.13843817606391173,10,6,140,COMPLETE
166,0.9361176792295408,2024-06-07 17:33:28.287761,2024-06-07 17:33:30.397376,0 days 00:00:02.109615,0.0005377881355559899,0.1554825039114796,10,6,262,COMPLETE
167,0.8937958775507808,2024-06-07 17:33:28.730206,2024-06-07 17:33:30.125105,0 days 00:00:01.394899,0.00976446765933872,0.13970010048478426,10,6,206,COMPLETE
168,0.9288390889397049,2024-06-07 17:33:28.926679,2024-06-07 17:33:30.183948,0 days 00:00:01.257269,0.001537044184847953,0.11910599958926996,10,5,140,COMPLETE
169,0.9358881051127182,2024-06-07 17:33:29.162051,2024-06-07 17:33:30.947055,0 days 00:00:01.785004,0.0005901381042273924,0.13857641691876263,9,5,141,COMPLETE
170,0.9297804105945565,2024-06-07 17:33:29.262782,2024-06-07 17:33:35.946142,0 days 00:00:06.683360,0.0002973201330726905,0.015621658643777778,10,5,173,COMPLETE
171,0.9341902945787963,2024-06-07 17:33:29.390440,2024-06-07 17:33:31.296122,0 days 00:00:01.905682,0.0005174108430550699,0.2890227121786689,9,5,195,COMPLETE
172,0.9094724871336322,2024-06-07 17:33:29.434322,2024-06-07 17:33:35.630250,0 days 00:00:06.195928,0.0002648738232666239,0.011750476247821787,9,2,173,COMPLETE
173,0.9370930076134293,2024-06-07 17:33:30.128096,2024-06-07 17:33:32.058992,0 days 00:00:01.930896,0.0006438835206394032,0.13439529480638154,9,2,148,COMPLETE
174,0.9347516720193847,2024-06-07 17:33:30.186939,2024-06-07 17:33:35.251263,0 days 00:00:05.064324,0.0008363786401954702,0.03226242329818299,9,2,196,COMPLETE
175,0.9340325763130334,2024-06-07 17:33:30.278693,2024-06-07 17:33:32.433987,0 days 00:00:02.155294,0.00042575371703065573,0.28940814082079586,9,5,290,COMPLETE
176,0.9094152581344433,2024-06-07 17:33:30.401367,2024-06-07 17:33:32.378136,0 days 00:00:01.976769,0.005268381873030437,0.17898873467477155,9,6,288,COMPLETE
177,0.9296726630575054,2024-06-07 17:33:30.949050,2024-06-07 17:33:32.947000,0 days 00:00:01.997950,0.0012011741209188873,0.1344513694862372,9,6,196,COMPLETE
178,0.9083853169427238,2024-06-07 17:33:31.299116,2024-06-07 17:33:32.657775,0 days 00:00:01.358659,0.005271939789223579,0.2871697933628155,9,6,196,COMPLETE
179,0.9089200293515932,2024-06-07 17:33:32.060985,2024-06-07 17:33:33.522463,0 days 00:00:01.461478,0.005374098823769058,0.13144409932258097,9,6,147,COMPLETE
180,0.9352802181912473,2024-06-07 17:33:32.380131,2024-06-07 17:33:34.285995,0 days 00:00:01.905864,0.0005756163472123077,0.14502353882288951,9,6,149,COMPLETE
181,0.9077758473327598,2024-06-07 17:33:32.436982,2024-06-07 17:33:33.910996,0 days 00:00:01.474014,0.005585372747855474,0.13494428103432107,9,6,145,COMPLETE
182,0.9369281179394797,2024-06-07 17:33:32.659768,2024-06-07 17:33:34.573225,0 days 00:00:01.913457,0.0003580202934406955,0.1455759867921653,9,6,148,COMPLETE
183,0.9065627580289005,2024-06-07 17:33:32.948995,2024-06-07 17:33:34.207204,0 days 00:00:01.258209,0.006005491075250969,0.1515638655710226,9,2,149,COMPLETE
184,0.9023145115412391,2024-06-07 17:33:33.524456,2024-06-07 17:33:34.791496,0 days 00:00:01.267040,0.006907604088846995,0.1700913308039158,9,5,148,COMPLETE
185,0.9282430375790925,2024-06-07 17:33:33.912992,2024-06-07 17:33:35.413831,0 days 00:00:01.500839,0.0015398953854415766,0.14972164165593904,9,5,150,COMPLETE
186,0.9278746910557372,2024-06-07 17:33:34.210196,2024-06-07 17:33:36.075794,0 days 00:00:01.865598,0.0016595828584379819,0.14478346155690353,9,5,173,COMPLETE
187,0.8966998546311671,2024-06-07 17:33:34.287988,2024-06-07 17:33:36.917871,0 days 00:00:02.629883,0.00880542438752987,0.03352187607694328,9,6,149,COMPLETE
188,0.9298122625507323,2024-06-07 17:33:34.575220,2024-06-07 17:33:36.151592,0 days 00:00:01.576372,0.001315572826209515,0.1726633195139785,9,6,150,COMPLETE
189,0.9285407941739662,2024-06-07 17:33:34.792490,2024-06-07 17:33:36.899918,0 days 00:00:02.107428,0.0016275723437717722,0.14573982797526605,9,6,272,COMPLETE
190,0.9410248404445696,2024-06-07 17:33:35.253259,2024-06-07 17:33:39.906664,0 days 00:00:04.653405,0.0002485735274031752,0.033145381619740774,9,2,152,COMPLETE
191,0.9384135605367563,2024-06-07 17:33:35.416821,2024-06-07 17:33:39.783991,0 days 00:00:04.367170,0.00040675376861711097,0.0315570665286752,9,2,140,COMPLETE
192,0.8963425498635071,2024-06-07 17:33:35.632245,2024-06-07 17:33:36.706436,0 days 00:00:01.074191,0.008884307566050033,0.14508015685994582,9,6,141,COMPLETE
193,0.8969178200497356,2024-06-07 17:33:35.948136,2024-06-07 17:33:37.255966,0 days 00:00:01.307830,0.009138109153019802,0.14156867555765554,9,6,141,COMPLETE
194,0.8953021726045154,2024-06-07 17:33:36.078788,2024-06-07 17:33:37.549182,0 days 00:00:01.470394,0.009295316632961355,0.12291401044092908,9,6,155,COMPLETE
195,0.8945714044422046,2024-06-07 17:33:36.153587,2024-06-07 17:33:38.638869,0 days 00:00:02.485282,0.009425168470353887,0.03169631974100383,9,2,142,COMPLETE
196,0.801237551921553,2024-06-07 17:33:36.709429,2024-06-07 17:33:38.109286,0 days 00:00:01.399857,0.09205382277788124,0.03093449575321128,9,2,154,COMPLETE
197,0.8945520752020911,2024-06-07 17:33:36.901915,2024-06-07 17:33:39.565559,0 days 00:00:02.663644,0.009568701165092534,0.03041573716616,9,6,154,COMPLETE
198,0.8944777098143385,2024-06-07 17:33:36.921859,2024-06-07 17:33:39.769032,0 days 00:00:02.847173,0.009568159839442831,0.029023225905091793,9,2,155,COMPLETE
199,0.8966324417355708,2024-06-07 17:33:37.257962,2024-06-07 17:33:38.489271,0 days 00:00:01.231309,0.00847133229752343,0.12313300858746515,9,2,156,COMPLETE
200,0.94066518344222,2024-06-07 17:33:37.551176,2024-06-07 17:33:43.681970,0 days 00:00:06.130794,0.0003153357705827636,0.028298003407884423,9,2,200,COMPLETE
201,0.9398981214739172,2024-06-07 17:33:38.111280,2024-06-07 17:33:40.689202,0 days 00:00:02.577922,0.00021100636276468886,0.1619004380317261,9,2,253,COMPLETE
202,0.880880338596164,2024-06-07 17:33:38.491263,2024-06-07 17:33:39.741106,0 days 00:00:01.249843,0.01445542091495123,0.2808557132594287,9,2,253,COMPLETE
203,0.884023520379991,2024-06-07 17:33:38.640863,2024-06-07 17:33:39.629388,0 days 00:00:00.988525,0.014683946606206517,0.16008477255235473,9,6,165,COMPLETE
204,0.9356918203973614,2024-06-07 17:33:39.567553,2024-06-07 17:33:42.260320,0 days 00:00:02.692767,0.0006095021721943872,0.16177774590884214,9,2,253,COMPLETE
205,0.9404839144235242,2024-06-07 17:33:39.631385,2024-06-07 17:33:44.459890,0 days 00:00:04.828505,0.00033978238936423666,0.04630451333675169,9,2,201,COMPLETE
206,0.9399157183940823,2024-06-07 17:33:39.746094,2024-06-07 17:33:42.884446,0 days 00:00:03.138352,0.00038516646222348403,0.10914332013882286,10,2,137,COMPLETE
207,0.9401797309352613,2024-06-07 17:33:39.781997,2024-06-07 17:33:45.043089,0 days 00:00:05.261092,0.00026498119343704293,0.048075347421734776,10,5,292,COMPLETE
208,0.9404262952240332,2024-06-07 17:33:39.789976,2024-06-07 17:33:42.585450,0 days 00:00:02.795474,0.0002710219344217204,0.13496168098955566,9,2,134,COMPLETE
209,0.9405717934228606,2024-06-07 17:33:39.910654,2024-06-07 17:33:44.387084,0 days 00:00:04.476430,0.00029110310106228644,0.046558477861613455,10,2,136,COMPLETE
210,0.9087298921479529,2024-06-07 17:33:40.692197,2024-06-07 17:33:44.207565,0 days 00:00:03.515368,0.005613392656557029,0.03834120576107367,9,2,266,COMPLETE
211,0.9055898146638026,2024-06-07 17:33:42.264309,2024-06-07 17:33:43.748791,0 days 00:00:01.484482,0.006112124768665521,0.1657692353107151,9,2,247,COMPLETE
212,0.906191685479046,2024-06-07 17:33:42.588443,2024-06-07 17:33:43.534707,0 days 00:00:00.946264,0.006362652967769155,0.1555864717370013,8,2,136,COMPLETE
213,0.7247968826746987,2024-06-07 17:33:42.886440,2024-06-07 17:33:44.052979,0 days 00:00:01.166539,0.2723015831844816,0.15425464300318847,9,2,250,COMPLETE
214,0.9075906625930525,2024-06-07 17:33:43.536702,2024-06-07 17:33:45.281452,0 days 00:00:01.744750,0.006017344820075146,0.16509524366009706,9,2,265,COMPLETE
215,0.9028617568501953,2024-06-07 17:33:43.683965,2024-06-07 17:33:46.138228,0 days 00:00:02.454263,0.006640458642172752,0.024497515012453272,9,2,133,COMPLETE
216,0.7260596371320178,2024-06-07 17:33:43.751784,2024-06-07 17:33:45.329325,0 days 00:00:01.577541,0.2678772886040792,0.13393473642234321,9,2,269,COMPLETE
217,0.8818950671824226,2024-06-07 17:33:44.055970,2024-06-07 17:33:44.944354,0 days 00:00:00.888384,0.01661587820358116,0.18510741654937346,9,2,134,COMPLETE
218,0.9384849975583767,2024-06-07 17:33:44.209559,2024-06-07 17:33:46.961776,0 days 00:00:02.752217,0.0005432181040015089,0.04769607687643908,9,2,134,COMPLETE
219,0.9072320334782177,2024-06-07 17:33:44.389079,2024-06-07 17:33:46.409503,0 days 00:00:02.020424,0.006125530797336331,0.04616850647995799,10,2,134,COMPLETE
220,0.8794553205946418,2024-06-07 17:33:44.462882,2024-06-07 17:33:45.921806,0 days 00:00:01.458924,0.01660220443236049,0.051422900627617917,10,2,133,COMPLETE
221,0.9063543816947647,2024-06-07 17:33:44.946349,2024-06-07 17:33:46.707456,0 days 00:00:01.761107,0.006417863515245786,0.0475183705947919,10,2,131,COMPLETE
222,0.9048500049804648,2024-06-07 17:33:45.048077,2024-06-07 17:33:46.781259,0 days 00:00:01.733182,0.006688944873471114,0.048675499400569054,10,2,129,COMPLETE
223,0.8904924798392749,2024-06-07 17:33:45.283448,2024-06-07 17:33:47.018623,0 days 00:00:01.735175,0.010883059787605814,0.04576102594833949,10,2,129,COMPLETE
224,0.887686198522899,2024-06-07 17:33:45.338300,2024-06-07 17:33:46.862042,0 days 00:00:01.523742,0.012243971459004372,0.04622649805348083,10,2,130,COMPLETE
225,0.9041272728646872,2024-06-07 17:33:45.923801,2024-06-07 17:33:47.552197,0 days 00:00:01.628396,0.006898960355634015,0.043318148085304216,10,2,127,COMPLETE
226,0.8909092686642993,2024-06-07 17:33:46.140223,2024-06-07 17:33:47.705009,0 days 00:00:01.564786,0.010732372132619936,0.04592918269057293,10,2,136,COMPLETE
227,0.888001360739064,2024-06-07 17:33:46.411497,2024-06-07 17:33:47.839650,0 days 00:00:01.428153,0.012197382302089105,0.10800290372223238,10,2,139,COMPLETE
228,0.9402186224293952,2024-06-07 17:33:46.710448,2024-06-07 17:33:52.434184,0 days 00:00:05.723736,0.00033172689135205414,0.03854962199410663,10,2,125,COMPLETE
229,0.9416744561934014,2024-06-07 17:33:46.784250,2024-06-07 17:33:53.178766,0 days 00:00:06.394516,0.00023179804127708287,0.03745502533489511,10,2,139,COMPLETE
230,0.9416047368629692,2024-06-07 17:33:46.865034,2024-06-07 17:33:52.948380,0 days 00:00:06.083346,0.0002243360070447207,0.04268872624752481,10,2,138,COMPLETE
231,0.8916928998499906,2024-06-07 17:33:46.964768,2024-06-07 17:33:50.236080,0 days 00:00:03.271312,0.010678503165489848,0.03884643058904998,8,2,124,COMPLETE
232,0.941197046313134,2024-06-07 17:33:47.023610,2024-06-07 17:33:52.382323,0 days 00:00:05.358713,0.0002939223611798124,0.03879482360920082,8,2,139,COMPLETE
233,0.8865402141641692,2024-06-07 17:33:47.554191,2024-06-07 17:33:50.737082,0 days 00:00:03.182891,0.01259968296765328,0.0379827200974137,9,2,137,COMPLETE
234,0.9345984002847877,2024-06-07 17:33:47.707004,2024-06-07 17:33:52.707025,0 days 00:00:05.000021,0.0009608028463155112,0.03705568446014267,9,2,145,COMPLETE
235,0.9399567643116576,2024-06-07 17:33:47.841643,2024-06-07 17:33:53.381224,0 days 00:00:05.539581,0.0003292174739187328,0.03510764666263894,9,2,145,COMPLETE
236,0.9383197097477511,2024-06-07 17:33:50.238073,2024-06-07 17:33:52.123017,0 days 00:00:01.884944,0.0004438447871026794,0.1350246515839821,9,2,146,COMPLETE
237,0.9345147356620094,2024-06-07 17:33:50.739076,2024-06-07 17:33:52.476072,0 days 00:00:01.736996,0.0007966791443828963,0.13939281107444257,9,2,145,COMPLETE
238,0.9343529246882383,2024-06-07 17:33:52.126008,2024-06-07 17:33:53.877804,0 days 00:00:01.751796,0.0008039934931202786,0.1367345493732532,9,2,146,COMPLETE
239,0.9415314545027934,2024-06-07 17:33:52.385315,2024-06-07 17:33:54.595881,0 days 00:00:02.210566,0.00015183881530412419,0.1345716782194293,8,2,142,COMPLETE
240,0.9380064093789462,2024-06-07 17:33:52.438173,2024-06-07 17:33:56.796995,0 days 00:00:04.358822,0.00022506244988851153,0.027624033010901813,8,2,146,COMPLETE
241,0.9432876712934721,2024-06-07 17:33:52.479064,2024-06-07 17:33:57.904034,0 days 00:00:05.424970,0.0001522288377792821,0.03509601114514803,8,2,299,COMPLETE
242,0.9085002369096967,2024-06-07 17:33:52.711014,2024-06-07 17:33:56.770065,0 days 00:00:04.059051,0.005768437324260467,0.023189484370570154,8,2,274,COMPLETE
243,0.9064828034741998,2024-06-07 17:33:52.950375,2024-06-07 17:33:56.061960,0 days 00:00:03.111585,0.005890885078384606,0.026094221496343776,8,2,138,COMPLETE
244,0.9055910616975608,2024-06-07 17:33:53.180758,2024-06-07 17:33:56.170669,0 days 00:00:02.989911,0.006336906896142047,0.02659074758646392,8,2,141,COMPLETE
245,0.9063173473994767,2024-06-07 17:33:53.383217,2024-06-07 17:33:55.843544,0 days 00:00:02.460327,0.0063290248435162455,0.034834108601769075,8,2,137,COMPLETE
246,0.7455484431997563,2024-06-07 17:33:53.879796,2024-06-07 17:33:55.090557,0 days 00:00:01.210761,0.2041368888945421,0.025331724167872664,10,2,139,COMPLETE
247,0.9046953953560193,2024-06-07 17:33:54.597874,2024-06-07 17:33:57.330568,0 days 00:00:02.732694,0.006349749109836784,0.02566800170691732,8,2,137,COMPLETE
248,0.9060114896860566,2024-06-07 17:33:55.092552,2024-06-07 17:33:57.268733,0 days 00:00:02.176181,0.006398495981954671,0.03619293555148279,8,2,137,COMPLETE
249,0.9051188638377704,2024-06-07 17:33:55.846536,2024-06-07 17:33:58.830557,0 days 00:00:02.984021,0.006524159923968452,0.02599940423638624,10,2,144,COMPLETE
250,0.9072984063547966,2024-06-07 17:33:56.064952,2024-06-07 17:33:58.186280,0 days 00:00:02.121328,0.006024774913979733,0.036485658962536166,8,2,141,COMPLETE
251,0.9087495799496136,2024-06-07 17:33:56.181639,2024-06-07 17:33:58.583217,0 days 00:00:02.401578,0.005710346662926473,0.03608003978834368,10,2,143,COMPLETE
252,0.9074389156977907,2024-06-07 17:33:56.773060,2024-06-07 17:33:58.530358,0 days 00:00:01.757298,0.005934331784609761,0.05166099542579625,7,2,143,COMPLETE
253,0.9046362668126803,2024-06-07 17:33:56.798989,2024-06-07 17:33:59.019052,0 days 00:00:02.220063,0.0067132170525426174,0.04137729810318384,8,2,143,COMPLETE
254,0.9419829025806861,2024-06-07 17:33:57.270728,2024-06-07 17:34:00.216849,0 days 00:00:02.946121,0.0002499077088117964,0.05283765679454573,8,2,133,COMPLETE
255,0.937072304080169,2024-06-07 17:33:57.334557,2024-06-07 17:34:00.294642,0 days 00:00:02.960085,0.0005288925903506627,0.04345918961510156,7,2,143,COMPLETE
256,0.8850463018153318,2024-06-07 17:33:57.906029,2024-06-07 17:33:59.460871,0 days 00:00:01.554842,0.013694176349666869,0.05223563935790251,8,2,143,COMPLETE
257,0.9418991110309161,2024-06-07 17:33:58.188274,2024-06-07 17:34:00.862124,0 days 00:00:02.673850,0.0003156648686587906,0.05451781760776605,8,2,133,COMPLETE
258,0.8801112003201336,2024-06-07 17:33:58.532355,2024-06-07 17:34:01.277015,0 days 00:00:02.744660,0.015964980467077276,0.04030063823030247,8,2,298,COMPLETE
259,0.880435637924733,2024-06-07 17:33:58.587208,2024-06-07 17:34:01.360789,0 days 00:00:02.773581,0.016040630964624554,0.04197193648946408,8,2,296,COMPLETE
260,0.8800732389072464,2024-06-07 17:33:58.832551,2024-06-07 17:34:00.601820,0 days 00:00:01.769269,0.016121461873511492,0.04207834886221119,8,2,133,COMPLETE
261,0.8798987306920066,2024-06-07 17:33:59.021046,2024-06-07 17:34:01.168305,0 days 00:00:02.147259,0.017324802954903427,0.05728154239148962,8,2,290,COMPLETE
262,0.9424974917337438,2024-06-07 17:33:59.462866,2024-06-07 17:34:03.560909,0 days 00:00:04.098043,0.00018483258664202297,0.04402032737712071,8,2,300,COMPLETE
263,0.8782408123045244,2024-06-07 17:34:00.219841,2024-06-07 17:34:01.733793,0 days 00:00:01.513952,0.017740240881264333,0.057748894466647535,8,2,126,COMPLETE
264,0.8793047947550395,2024-06-07 17:34:00.298630,2024-06-07 17:34:02.533653,0 days 00:00:02.235023,0.01653712998935885,0.058134172358119685,8,2,296,COMPLETE
265,0.9413140512288045,2024-06-07 17:34:00.604812,2024-06-07 17:34:04.336832,0 days 00:00:03.732020,0.00032138410874038754,0.056496298774045224,8,2,299,COMPLETE
266,0.8865735376150341,2024-06-07 17:34:00.865115,2024-06-07 17:34:02.183590,0 days 00:00:01.318475,0.012861098529173946,0.05514841624163109,8,2,125,COMPLETE
267,0.8897755289480562,2024-06-07 17:34:01.171299,2024-06-07 17:34:03.871078,0 days 00:00:02.699779,0.01157638362432334,0.05362671906509579,8,2,298,COMPLETE
268,0.7848075329395305,2024-06-07 17:34:01.280006,2024-06-07 17:34:02.310251,0 days 00:00:01.030245,0.11841554349868395,0.0553006692509777,8,2,125,COMPLETE
269,0.8906082618581458,2024-06-07 17:34:01.366774,2024-06-07 17:34:02.997413,0 days 00:00:01.630639,0.011085951116574596,0.05525089957265163,8,2,131,COMPLETE
270,0.7887688904427281,2024-06-07 17:34:01.735787,2024-06-07 17:34:02.801939,0 days 00:00:01.066152,0.11281319096141264,0.050236196239206145,10,2,124,COMPLETE
271,0.9386454662844286,2024-06-07 17:34:02.186582,2024-06-07 17:34:07.408221,0 days 00:00:05.221639,0.0004046605100895921,0.04737557311401286,10,2,131,COMPLETE
272,0.9399368902933952,2024-06-07 17:34:02.313243,2024-06-07 17:34:08.417369,0 days 00:00:06.104126,0.0003514066348952067,0.04845341191555962,10,2,300,COMPLETE
273,0.9418505266526409,2024-06-07 17:34:02.535648,2024-06-07 17:34:10.239125,0 days 00:00:07.703477,0.00022524235629428787,0.032322525344289636,10,2,214,COMPLETE
274,0.9423018275797417,2024-06-07 17:34:02.803930,2024-06-07 17:34:08.140111,0 days 00:00:05.336181,0.00019819278863093023,0.05098830239456355,10,2,131,COMPLETE
275,0.9077120871102805,2024-06-07 17:34:03.000406,2024-06-07 17:34:06.398089,0 days 00:00:03.397683,0.005918006837296534,0.048267667019864666,10,2,134,COMPLETE
276,0.9393922996737654,2024-06-07 17:34:03.563898,2024-06-07 17:34:09.109416,0 days 00:00:05.545518,0.00044788280875846355,0.04817009517598071,10,2,292,COMPLETE
277,0.9413364669878533,2024-06-07 17:34:03.873071,2024-06-07 17:34:09.577164,0 days 00:00:05.704093,0.00026744723399246346,0.04810723934541649,10,2,300,COMPLETE
278,0.9072664544399471,2024-06-07 17:34:04.338827,2024-06-07 17:34:07.884793,0 days 00:00:03.545966,0.00605438141937694,0.047847191508423315,8,2,299,COMPLETE
279,0.9437623615358371,2024-06-07 17:34:06.400084,2024-06-07 17:34:12.240184,0 days 00:00:05.840100,0.00012312879327218055,0.03284527369460638,8,2,293,COMPLETE
280,0.8953280195905956,2024-06-07 17:34:07.411213,2024-06-07 17:34:10.101494,0 days 00:00:02.690281,0.009437086569641075,0.04746991098724698,10,2,300,COMPLETE
281,0.9413527384243736,2024-06-07 17:34:07.886788,2024-06-07 17:34:12.657797,0 days 00:00:04.771009,0.0002302069176642567,0.045918051195528116,10,2,299,COMPLETE
282,0.8935769126000401,2024-06-07 17:34:08.142106,2024-06-07 17:34:10.922934,0 days 00:00:02.780828,0.009814454386664666,0.03415334798790693,10,2,214,COMPLETE
283,0.8921285707316299,2024-06-07 17:34:08.420361,2024-06-07 17:34:10.715488,0 days 00:00:02.295127,0.010897456629006739,0.06287698121749567,10,2,294,COMPLETE
284,0.8931876642639599,2024-06-07 17:34:09.111409,2024-06-07 17:34:11.797368,0 days 00:00:02.685959,0.010047199520071187,0.03433557153498603,10,2,293,COMPLETE
285,0.8920675742049591,2024-06-07 17:34:09.580155,2024-06-07 17:34:12.123496,0 days 00:00:02.543341,0.010285342853330944,0.03575844669655634,10,2,290,COMPLETE
286,0.8934898892697024,2024-06-07 17:34:10.103488,2024-06-07 17:34:12.877212,0 days 00:00:02.773724,0.00995907087747738,0.033041426424664296,10,2,287,COMPLETE
287,0.892526352127011,2024-06-07 17:34:10.251094,2024-06-07 17:34:13.034790,0 days 00:00:02.783696,0.010371691535125582,0.03245797556422116,10,2,294,COMPLETE
288,0.8932205160919786,2024-06-07 17:34:10.717482,2024-06-07 17:34:13.320027,0 days 00:00:02.602545,0.009943676134212464,0.03524988013689,10,2,295,COMPLETE
289,0.9066094338815176,2024-06-07 17:34:10.925925,2024-06-07 17:34:13.598284,0 days 00:00:02.672359,0.0063058796000107845,0.034166162020527045,10,2,296,COMPLETE
290,0.8654765490973411,2024-06-07 17:34:11.800360,2024-06-07 17:34:14.706931,0 days 00:00:02.906571,0.02456613006358754,0.01667522860438171,10,2,300,COMPLETE
291,0.9141675196825247,2024-06-07 17:34:12.126488,2024-06-07 17:34:14.437086,0 days 00:00:02.310598,0.004458918819848158,0.042045226412884606,10,2,227,COMPLETE
292,0.9064019514198882,2024-06-07 17:34:12.243176,2024-06-07 17:34:16.016407,0 days 00:00:03.773231,0.006218957316110255,0.018052928982717185,8,2,297,COMPLETE
293,0.905893908592418,2024-06-07 17:34:12.660790,2024-06-07 17:34:15.189640,0 days 00:00:02.528850,0.0064700389627083054,0.04201981777068895,8,2,285,COMPLETE
294,0.7667159873863933,2024-06-07 17:34:12.880203,2024-06-07 17:34:14.791705,0 days 00:00:01.911502,0.15429168307178653,0.018106036577397566,8,2,300,COMPLETE
295,0.8656681885352747,2024-06-07 17:34:13.037781,2024-06-07 17:34:15.015107,0 days 00:00:01.977326,0.02508258902265396,0.04311115121084613,8,2,300,COMPLETE
296,0.9088494810359588,2024-06-07 17:34:13.322022,2024-06-07 17:34:15.694240,0 days 00:00:02.372218,0.005629330170952478,0.04302358146653656,8,2,300,COMPLETE
297,0.9092927426318567,2024-06-07 17:34:13.600278,2024-06-07 17:34:17.193514,0 days 00:00:03.593236,0.005508439114607171,0.01765555278863956,8,2,299,COMPLETE
298,0.8666956571378426,2024-06-07 17:34:14.441075,2024-06-07 17:34:17.528618,0 days 00:00:03.087543,0.02378818686121683,0.016336608853530284,8,2,299,COMPLETE
299,0.9101186591001217,2024-06-07 17:34:14.708926,2024-06-07 17:34:17.400962,0 days 00:00:02.692036,0.005481666548557174,0.042613159236460196,8,2,300,COMPLETE
300,0.7526102528656311,2024-06-07 17:34:14.798686,2024-06-07 17:34:16.367278,0 days 00:00:01.568592,0.18565903173586307,0.04372770439809637,8,2,285,COMPLETE
301,0.9100823576539961,2024-06-07 17:34:15.020093,2024-06-07 17:34:17.730408,0 days 00:00:02.710315,0.00547097201642872,0.04125381721345742,8,2,293,COMPLETE
302,0.7294845969414225,2024-06-07 17:34:15.192632,2024-06-07 17:34:16.660938,0 days 00:00:01.468306,0.2442335988418906,0.051594537463099256,8,2,291,COMPLETE
303,0.7578596552906501,2024-06-07 17:34:15.697231,2024-06-07 17:34:17.253356,0 days 00:00:01.556125,0.17071236782438795,0.051976777380208186,10,2,293,COMPLETE
304,0.9390634695697534,2024-06-07 17:34:16.019398,2024-06-07 17:34:20.790455,0 days 00:00:04.771057,0.0004789693006913776,0.051544852948119335,10,2,294,COMPLETE
305,0.7325144270092849,2024-06-07 17:34:16.370270,2024-06-07 17:34:18.379673,0 days 00:00:02.009403,0.24051784222208145,0.05262418553764804,10,2,295,COMPLETE
306,0.9407308236144825,2024-06-07 17:34:16.664927,2024-06-07 17:34:22.668470,0 days 00:00:06.003543,0.00030409559439642894,0.051696024423507535,10,2,293,COMPLETE
307,0.813490174208792,2024-06-07 17:34:17.196505,2024-06-07 17:34:19.644265,0 days 00:00:02.447760,0.0767093340576948,0.0520826305587385,10,2,295,COMPLETE
308,0.9359179745169922,2024-06-07 17:34:17.256345,2024-06-07 17:34:25.790093,0 days 00:00:08.533748,0.0007609834381456815,0.027926410705870732,10,2,293,COMPLETE
309,0.8797198476678052,2024-06-07 17:34:17.412929,2024-06-07 17:34:20.486007,0 days 00:00:03.073078,0.01678534627655532,0.06553627802268827,10,2,293,COMPLETE
310,0.9398936443886391,2024-06-07 17:34:17.533604,2024-06-07 17:34:26.739934,0 days 00:00:09.206330,0.0003758509454756508,0.02750502084921433,10,2,293,COMPLETE
311,0.9362666127809284,2024-06-07 17:34:17.735395,2024-06-07 17:34:25.841953,0 days 00:00:08.106558,0.0007522135729533371,0.028110240468081037,10,2,214,COMPLETE
312,0.9393635211949274,2024-06-07 17:34:18.381667,2024-06-07 17:34:25.079368,0 days 00:00:06.697701,0.00021548730799088062,0.02942233570602211,10,3,121,COMPLETE
313,0.9394152526387943,2024-06-07 17:34:19.647244,2024-06-07 17:34:25.955731,0 days 00:00:06.308487,0.00018177978212849342,0.03126115679736072,10,2,120,COMPLETE
314,0.9343796946920551,2024-06-07 17:34:20.488000,2024-06-07 17:34:26.208603,0 days 00:00:05.720603,0.0007621877740369577,0.028528646463256806,10,2,130,COMPLETE
315,0.9388656906955002,2024-06-07 17:34:20.792450,2024-06-07 17:34:26.361195,0 days 00:00:05.568745,0.00030470584001148686,0.03107726357855188,10,3,121,COMPLETE
