number,value,datetime_start,datetime_complete,duration,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
316,0.9393073883229334,2024-06-07 17:34:22.670464,2024-06-07 17:34:27.056136,0 days 00:00:04.385672,0.00047205069320349255,0.060848741725828805,10,3,288,COMPLETE
317,0.8870369094160679,2024-06-07 17:34:25.081363,2024-06-07 17:34:27.287518,0 days 00:00:02.206155,0.012515447520639052,0.061294101742018534,10,2,285,COMPLETE
318,0.8831570144652902,2024-06-07 17:34:25.793084,2024-06-07 17:34:27.955514,0 days 00:00:02.162430,0.014506312401158527,0.039461221292943584,10,2,287,COMPLETE
319,0.8806563207410305,2024-06-07 17:34:25.846940,2024-06-07 17:34:27.814889,0 days 00:00:01.967949,0.016029303035136333,0.05950341546939991,10,2,286,COMPLETE
320,0.8862920014609779,2024-06-07 17:34:25.965704,2024-06-07 17:34:27.866750,0 days 00:00:01.901046,0.013185963066960233,0.0588407086502626,10,2,281,COMPLETE
321,0.8873719606529674,2024-06-07 17:34:26.211595,2024-06-07 17:34:28.171681,0 days 00:00:01.960086,0.012985150781464118,0.06257370232199103,10,2,288,COMPLETE
322,0.8864232271554875,2024-06-07 17:34:26.364188,2024-06-07 17:34:28.628461,0 days 00:00:02.264273,0.01309084510723076,0.037760863974101805,10,2,297,COMPLETE
323,0.885283846673208,2024-06-07 17:34:26.741928,2024-06-07 17:34:28.926818,0 days 00:00:02.184890,0.013558154067996682,0.03784209848384021,10,2,287,COMPLETE
324,0.8843087823904512,2024-06-07 17:34:27.059128,2024-06-07 17:34:29.157202,0 days 00:00:02.098074,0.013941603941886482,0.03737126637914424,8,2,282,COMPLETE
325,0.8845468177041942,2024-06-07 17:34:27.290514,2024-06-07 17:34:29.395563,0 days 00:00:02.105049,0.01409309561657415,0.037136757335561404,8,2,289,COMPLETE
326,0.8881959551265268,2024-06-07 17:34:27.817881,2024-06-07 17:34:29.733226,0 days 00:00:01.915345,0.011843825588918914,0.0378602427587372,8,2,128,COMPLETE
327,0.8951198231385555,2024-06-07 17:34:27.869742,2024-06-07 17:34:29.805033,0 days 00:00:01.935291,0.009449005408414902,0.038052132891758336,8,1,128,COMPLETE
328,0.805231521878129,2024-06-07 17:34:27.960499,2024-06-07 17:34:29.379606,0 days 00:00:01.419107,0.08648920356902326,0.038651504640434944,8,2,134,COMPLETE
329,0.9013073343406967,2024-06-07 17:34:28.181655,2024-06-07 17:34:29.989540,0 days 00:00:01.807885,0.007739326204882219,0.047533232900858355,8,1,127,COMPLETE
330,0.8992744456802825,2024-06-07 17:34:28.630456,2024-06-07 17:34:30.300709,0 days 00:00:01.670253,0.008038243586917813,0.046887940092188864,8,2,135,COMPLETE
331,0.9045864414170075,2024-06-07 17:34:28.928813,2024-06-07 17:34:30.614868,0 days 00:00:01.686055,0.00683584823676874,0.046904349132408624,8,2,133,COMPLETE
332,0.7956509926117729,2024-06-07 17:34:29.160194,2024-06-07 17:34:30.662807,0 days 00:00:01.502613,0.10089205686631378,0.04782960512389275,8,1,186,COMPLETE
333,0.902762319419595,2024-06-07 17:34:29.381601,2024-06-07 17:34:31.125570,0 days 00:00:01.743969,0.007290562870025925,0.04718188312540367,8,1,126,COMPLETE
334,0.9047320941865213,2024-06-07 17:34:29.399553,2024-06-07 17:34:31.287137,0 days 00:00:01.887584,0.006602630459094156,0.0467102585413821,8,2,128,COMPLETE
335,0.9034616958366473,2024-06-07 17:34:29.736217,2024-06-07 17:34:31.561404,0 days 00:00:01.825187,0.007040597072390256,0.04749974725764382,8,1,134,COMPLETE
336,0.9062574468971503,2024-06-07 17:34:29.811017,2024-06-07 17:34:32.410824,0 days 00:00:02.599807,0.006368261218427245,0.04737923565385283,10,2,300,COMPLETE
337,0.9058998596831298,2024-06-07 17:34:29.991535,2024-06-07 17:34:31.949059,0 days 00:00:01.957524,0.006402455219448277,0.04682885770693055,10,2,184,COMPLETE
338,0.9053287204129047,2024-06-07 17:34:30.302702,2024-06-07 17:34:32.160494,0 days 00:00:01.857792,0.006624795160908298,0.046225246146493135,10,2,182,COMPLETE
339,0.8731638598698199,2024-06-07 17:34:30.616863,2024-06-07 17:34:32.669871,0 days 00:00:02.053008,0.020156172529352562,0.04755249038355417,7,2,300,COMPLETE
340,0.8729496929885421,2024-06-07 17:34:30.672779,2024-06-07 17:34:32.733700,0 days 00:00:02.060921,0.020316652156418053,0.05391556765582644,7,2,300,COMPLETE
341,0.8714572471388325,2024-06-07 17:34:31.127564,2024-06-07 17:34:33.102713,0 days 00:00:01.975149,0.021358723200111118,0.05419070327960292,7,2,296,COMPLETE
342,0.8746360754225316,2024-06-07 17:34:31.290130,2024-06-07 17:34:33.618335,0 days 00:00:02.328205,0.019093066780057823,0.023279426090527806,7,2,300,COMPLETE
343,0.9080574272405838,2024-06-07 17:34:31.564396,2024-06-07 17:34:33.838561,0 days 00:00:02.274165,0.005877705863669776,0.05356454401551513,10,2,300,COMPLETE
344,0.8709118313274121,2024-06-07 17:34:31.952051,2024-06-07 17:34:33.871473,0 days 00:00:01.919422,0.021024497070081118,0.056531192134996425,7,2,297,COMPLETE
345,0.8731553010903927,2024-06-07 17:34:32.165483,2024-06-07 17:34:34.203585,0 days 00:00:02.038102,0.020058292827604345,0.05481325311225044,7,2,296,COMPLETE
346,0.7777837680377246,2024-06-07 17:34:32.413816,2024-06-07 17:34:34.645403,0 days 00:00:02.231587,0.13389965596729542,0.022701987015566392,10,2,296,COMPLETE
347,0.9133603862302976,2024-06-07 17:34:32.672862,2024-06-07 17:34:38.138704,0 days 00:00:05.465842,0.0046489090350435745,0.022110460309870503,10,2,296,COMPLETE
348,0.9073400593928929,2024-06-07 17:34:32.741678,2024-06-07 17:34:37.067982,0 days 00:00:04.326304,0.0050761840300594455,0.022145841493696715,10,2,139,COMPLETE
349,0.9332683478288615,2024-06-07 17:34:33.105706,2024-06-07 17:34:38.664072,0 days 00:00:05.558366,0.0004998775117223918,0.022679207468819847,10,2,137,COMPLETE
350,0.7742723233648854,2024-06-07 17:34:33.621327,2024-06-07 17:34:34.951703,0 days 00:00:01.330376,0.13925737012545045,0.05516934692884378,10,2,139,COMPLETE
351,0.9352354126566778,2024-06-07 17:34:33.841554,2024-06-07 17:34:40.431384,0 days 00:00:06.589830,0.0008583552926439769,0.03291189582946909,10,2,291,COMPLETE
352,0.9324575137467336,2024-06-07 17:34:33.876460,2024-06-07 17:34:39.988567,0 days 00:00:06.112107,0.0005790405289574509,0.0222676888404885,10,2,137,COMPLETE
353,0.9110763423435562,2024-06-07 17:34:34.205579,2024-06-07 17:34:36.511835,0 days 00:00:02.306256,0.005190736218561348,0.06767801258437,10,2,139,COMPLETE
354,0.9130132281616896,2024-06-07 17:34:34.647400,2024-06-07 17:34:37.608537,0 days 00:00:02.961137,0.004804368251017093,0.06758528078815033,10,2,290,COMPLETE
355,0.8656711404426303,2024-06-07 17:34:34.953696,2024-06-07 17:34:41.756595,0 days 00:00:06.802899,0.0002957232842811462,0.010302903166168748,10,2,138,COMPLETE
356,0.7395947446948026,2024-06-07 17:34:36.513830,2024-06-07 17:34:38.518688,0 days 00:00:02.004858,0.2188745611143902,0.04136412736934302,10,2,292,COMPLETE
357,0.8064573432806369,2024-06-07 17:34:37.070974,2024-06-07 17:34:38.327200,0 days 00:00:01.256226,0.0008794985470461417,0.03238719501132215,2,2,131,COMPLETE
358,0.8349206324116061,2024-06-07 17:34:37.610531,2024-06-07 17:34:39.464930,0 days 00:00:01.854399,0.05213196791102264,0.032425772457292765,9,2,131,COMPLETE
359,0.8202535380937191,2024-06-07 17:34:38.140699,2024-06-07 17:34:40.449335,0 days 00:00:02.308636,0.06759011998796642,0.040632378870596994,9,2,211,COMPLETE
360,0.9403631702547558,2024-06-07 17:34:38.329195,2024-06-07 17:34:43.971298,0 days 00:00:05.642103,0.0003259593729205961,0.04084815382424327,10,2,137,COMPLETE
361,0.9379638289010014,2024-06-07 17:34:38.520682,2024-06-07 17:34:44.456999,0 days 00:00:05.936317,0.0005923141938939079,0.03408925802129526,9,2,224,COMPLETE
362,0.9359559117415488,2024-06-07 17:34:38.666066,2024-06-07 17:34:43.891511,0 days 00:00:05.225445,0.0007682313593341745,0.04165785263336765,9,2,292,COMPLETE
363,0.8941463485284458,2024-06-07 17:34:39.466924,2024-06-07 17:34:43.244029,0 days 00:00:03.777105,0.009634526467830248,0.03946988453419575,10,2,291,COMPLETE
364,0.9407588816329187,2024-06-07 17:34:39.990562,2024-06-07 17:34:45.337781,0 days 00:00:05.347219,0.0003129764193799836,0.04002065939870898,9,2,291,COMPLETE
365,0.9421641031290029,2024-06-07 17:34:40.433377,2024-06-07 17:34:45.611050,0 days 00:00:05.177673,0.00016979766845744956,0.04125607488859006,9,2,198,COMPLETE
366,0.71668341535799,2024-06-07 17:34:40.453326,2024-06-07 17:34:41.919159,0 days 00:00:01.465833,0.2905638730655947,0.043364102168134584,8,2,117,COMPLETE
367,0.8898252757905302,2024-06-07 17:34:41.758589,2024-06-07 17:34:44.325350,0 days 00:00:02.566761,0.011695659670884618,0.041581727029282034,9,2,224,COMPLETE
368,0.891952175416341,2024-06-07 17:34:41.922150,2024-06-07 17:34:44.799222,0 days 00:00:02.877072,0.010262893273705663,0.03994710402798077,9,2,276,COMPLETE
369,0.8905897492935959,2024-06-07 17:34:43.246024,2024-06-07 17:34:45.165243,0 days 00:00:01.919219,0.011118275901981087,0.04229776626973669,9,2,189,COMPLETE
370,0.8894295237934634,2024-06-07 17:34:43.894503,2024-06-07 17:34:45.950854,0 days 00:00:02.056351,0.011182076671820694,0.03473815272833623,8,2,141,COMPLETE
371,0.8908419146712636,2024-06-07 17:34:43.975287,2024-06-07 17:34:46.201184,0 days 00:00:02.225897,0.010829215862914928,0.03250986391721648,9,2,142,COMPLETE
372,0.8878171209777287,2024-06-07 17:34:44.328343,2024-06-07 17:34:46.363749,0 days 00:00:02.035406,0.011973839855159327,0.03440983311304823,8,2,143,COMPLETE
373,0.8908947910646282,2024-06-07 17:34:44.458994,2024-06-07 17:34:46.520331,0 days 00:00:02.061337,0.01086962010340316,0.034188691525160825,8,2,142,COMPLETE
374,0.8970384043351982,2024-06-07 17:34:44.802213,2024-06-07 17:34:47.206369,0 days 00:00:02.404156,0.008736718846136788,0.029036986630352736,8,2,199,COMPLETE
375,0.9068929010906048,2024-06-07 17:34:45.168235,2024-06-07 17:34:47.535489,0 days 00:00:02.367254,0.006191113447074539,0.02919470117126833,8,2,134,COMPLETE
376,0.9029448831018657,2024-06-07 17:34:45.340773,2024-06-07 17:34:47.918197,0 days 00:00:02.577424,0.007162186023969072,0.02885958766433286,8,2,202,COMPLETE
377,0.9049320070749717,2024-06-07 17:34:45.614042,2024-06-07 17:34:48.268260,0 days 00:00:02.654218,0.00669376470745007,0.03034150137581408,8,2,202,COMPLETE
378,0.9064518103504975,2024-06-07 17:34:45.953846,2024-06-07 17:34:48.566462,0 days 00:00:02.612616,0.006279055812087274,0.030865288279058642,9,2,201,COMPLETE
379,0.9082415096197326,2024-06-07 17:34:46.204176,2024-06-07 17:34:48.153567,0 days 00:00:01.949391,0.005776540587541313,0.051317138536016674,8,2,201,COMPLETE
380,0.9082365617748158,2024-06-07 17:34:46.365744,2024-06-07 17:34:49.012179,0 days 00:00:02.646435,0.005761284325282574,0.029388702412947713,9,2,193,COMPLETE
381,0.9059621632992608,2024-06-07 17:34:46.523322,2024-06-07 17:34:48.619322,0 days 00:00:02.096000,0.006252527593179362,0.05176835153938196,9,2,200,COMPLETE
382,0.9070272592288912,2024-06-07 17:34:47.209361,2024-06-07 17:34:49.110915,0 days 00:00:01.901554,0.006008321290339949,0.05943078231039192,9,2,200,COMPLETE
383,0.9056459205172561,2024-06-07 17:34:47.537486,2024-06-07 17:34:49.125880,0 days 00:00:01.588394,0.005791185808226945,0.21209716645801918,9,2,214,COMPLETE
384,0.9404586047545979,2024-06-07 17:34:47.920192,2024-06-07 17:34:49.778437,0 days 00:00:01.858245,0.00018749804192259056,0.21171133403054357,9,2,199,COMPLETE
385,0.8791570411272325,2024-06-07 17:34:48.156558,2024-06-07 17:34:50.387808,0 days 00:00:02.231250,0.01674240267091784,0.041345241372392795,9,2,216,COMPLETE
386,0.8791603070527348,2024-06-07 17:34:48.271252,2024-06-07 17:34:50.116533,0 days 00:00:01.845281,0.016312867236719913,0.05874221068277298,9,2,216,COMPLETE
387,0.9414938598895245,2024-06-07 17:34:48.570453,2024-06-07 17:34:52.087372,0 days 00:00:03.516919,0.0002947762411491717,0.05738258086571306,9,2,194,COMPLETE
388,0.943029291416258,2024-06-07 17:34:48.630292,2024-06-07 17:34:52.555270,0 days 00:00:03.924978,0.0002441668249735852,0.057338716142443485,9,2,209,COMPLETE
389,0.8757792181808839,2024-06-07 17:34:49.014174,2024-06-07 17:34:51.058713,0 days 00:00:02.044539,0.018677332029010504,0.06021270305597373,9,2,208,COMPLETE
390,0.8774625391869213,2024-06-07 17:34:49.114909,2024-06-07 17:34:51.656296,0 days 00:00:02.541387,0.017610073246699966,0.04311502422294336,10,2,209,COMPLETE
391,0.8827129910286099,2024-06-07 17:34:49.131859,2024-06-07 17:34:51.154501,0 days 00:00:02.022642,0.01501000224864283,0.04443390950594025,10,2,132,COMPLETE
392,0.8812019978205661,2024-06-07 17:34:49.781429,2024-06-07 17:34:51.040071,0 days 00:00:01.258642,0.015378651452103884,0.19366765164912525,9,2,194,COMPLETE
393,0.8848554947815124,2024-06-07 17:34:50.118527,2024-06-07 17:34:52.122279,0 days 00:00:02.003752,0.014537255319065169,0.09431474051779486,9,2,207,COMPLETE
394,0.9377807713101289,2024-06-07 17:34:50.389803,2024-06-07 17:34:54.814325,0 days 00:00:04.424522,0.000615499561153298,0.04412948529419306,9,2,196,COMPLETE
395,0.9386165779307388,2024-06-07 17:34:51.042065,2024-06-07 17:34:53.196580,0 days 00:00:02.154515,0.00019530931999174578,0.2297725814653095,9,3,132,COMPLETE
396,0.9407157740296318,2024-06-07 17:34:51.061603,2024-06-07 17:34:55.800731,0 days 00:00:04.739128,0.00030410316927200924,0.050832182140004,9,3,208,COMPLETE
397,0.9405828373825659,2024-06-07 17:34:51.156495,2024-06-07 17:34:55.091583,0 days 00:00:03.935088,0.00038461091738806164,0.050849165031023824,9,2,136,COMPLETE
398,0.9386800109025142,2024-06-07 17:34:51.658291,2024-06-07 17:34:55.172367,0 days 00:00:03.514076,0.0004969078845173269,0.05380268814979008,9,2,136,COMPLETE
399,0.9415596234910955,2024-06-07 17:34:52.089368,2024-06-07 17:34:55.123497,0 days 00:00:03.034129,0.000274732467982143,0.09222790424558308,9,2,193,COMPLETE
400,0.9352040518282924,2024-06-07 17:34:52.128654,2024-06-07 17:34:55.575289,0 days 00:00:03.446635,0.0007646156390133719,0.06754686986185018,9,3,194,COMPLETE
401,0.938640300360388,2024-06-07 17:34:52.557264,2024-06-07 17:34:54.427450,0 days 00:00:01.870186,0.000262061186062907,0.25740758486933785,9,3,205,COMPLETE
402,0.9079649274155016,2024-06-07 17:34:53.199573,2024-06-07 17:34:55.518441,0 days 00:00:02.318868,0.005888466461728241,0.06320484870413548,9,2,205,COMPLETE
403,0.9076492862687888,2024-06-07 17:34:54.429445,2024-06-07 17:34:56.249306,0 days 00:00:01.819861,0.005879666873599256,0.06304843939013635,9,2,199,COMPLETE
404,0.9049000648322185,2024-06-07 17:34:54.817316,2024-06-07 17:34:56.479691,0 days 00:00:01.662375,0.006624262949788572,0.0710103677165067,9,2,197,COMPLETE
405,0.9062153890180469,2024-06-07 17:34:55.094575,2024-06-07 17:34:57.220323,0 days 00:00:02.125748,0.0061020934267544775,0.05734924864744584,9,2,205,COMPLETE
406,0.9051372076559242,2024-06-07 17:34:55.125493,2024-06-07 17:34:56.924115,0 days 00:00:01.798622,0.006617534814520663,0.06986749732539105,9,2,187,COMPLETE
407,0.8940058912889537,2024-06-07 17:34:55.175358,2024-06-07 17:34:56.945059,0 days 00:00:01.769701,0.009872110237858604,0.06518476915630121,8,2,193,COMPLETE
408,0.8925454833203011,2024-06-07 17:34:55.521433,2024-06-07 17:34:57.162478,0 days 00:00:01.641045,0.010360863721295839,0.0709650578591267,8,2,191,COMPLETE
409,0.8650066333162929,2024-06-07 17:34:55.581273,2024-06-07 17:34:57.098648,0 days 00:00:01.517375,0.02567223786913569,0.07018787805493837,8,2,186,COMPLETE
410,0.8633068374291186,2024-06-07 17:34:55.803724,2024-06-07 17:34:57.078702,0 days 00:00:01.274978,0.026670050720361365,0.06913481267613114,9,2,187,COMPLETE
411,0.8630342278462599,2024-06-07 17:34:56.251301,2024-06-07 17:34:57.812296,0 days 00:00:01.560995,0.02653443641988831,0.07016361430650127,9,3,188,COMPLETE
412,0.8620081648249749,2024-06-07 17:34:56.482682,2024-06-07 17:34:58.172337,0 days 00:00:01.689655,0.02716470864254848,0.07805993309673852,9,3,211,COMPLETE
413,0.8867677686966211,2024-06-07 17:34:56.927108,2024-06-07 17:34:59.081533,0 days 00:00:02.154425,0.012643795606595488,0.05118565009373096,8,2,210,COMPLETE
414,0.8642046990662744,2024-06-07 17:34:56.949049,2024-06-07 17:34:58.646067,0 days 00:00:01.697018,0.02585711524364247,0.058005980868433824,9,2,179,COMPLETE
415,0.8871010195244736,2024-06-07 17:34:57.088674,2024-06-07 17:34:58.915975,0 days 00:00:01.827301,0.012377706269584109,0.08080932787231335,9,2,210,COMPLETE
416,0.8878488290272633,2024-06-07 17:34:57.111614,2024-06-07 17:34:59.380733,0 days 00:00:02.269119,0.01227930165679609,0.056562564894538425,9,2,209,COMPLETE
417,0.890363519765805,2024-06-07 17:34:57.172453,2024-06-07 17:34:59.144365,0 days 00:00:01.971912,0.011254733697833141,0.05735105054267929,9,3,178,COMPLETE
418,0.887544710712353,2024-06-07 17:34:57.224312,2024-06-07 17:34:59.330866,0 days 00:00:02.106554,0.012363705966422472,0.05316851169604864,9,3,213,COMPLETE
419,0.8871111099961623,2024-06-07 17:34:57.814291,2024-06-07 17:34:59.806168,0 days 00:00:01.991877,0.012229510440655225,0.05309002226197731,9,2,219,COMPLETE
420,0.8883049459904332,2024-06-07 17:34:58.174329,2024-06-07 17:34:59.926846,0 days 00:00:01.752517,0.012047406762926602,0.08067454610704841,8,2,219,COMPLETE
421,0.8870381667415442,2024-06-07 17:34:58.649059,2024-06-07 17:35:00.446457,0 days 00:00:01.797398,0.012886553684777037,0.05217176238065227,8,2,210,COMPLETE
422,0.8893007739014586,2024-06-07 17:34:58.920962,2024-06-07 17:35:00.843398,0 days 00:00:01.922436,0.011685367572648247,0.05327819796869228,8,2,211,COMPLETE
423,0.9053214484591504,2024-06-07 17:34:59.087517,2024-06-07 17:35:01.737008,0 days 00:00:02.649491,0.006479189178033222,0.05213813414294351,8,2,295,COMPLETE
424,0.9074733230838333,2024-06-07 17:34:59.148355,2024-06-07 17:35:01.511612,0 days 00:00:02.363257,0.005924646260568008,0.05439286461155132,8,2,206,COMPLETE
425,0.9092084016100144,2024-06-07 17:34:59.333858,2024-06-07 17:35:02.181818,0 days 00:00:02.847960,0.005508762414876401,0.05118902225539395,8,2,296,COMPLETE
426,0.9432142857602395,2024-06-07 17:34:59.384722,2024-06-07 17:35:03.042499,0 days 00:00:03.657777,0.0002246083779145709,0.051147114833291825,8,2,219,COMPLETE
427,0.9077655873110507,2024-06-07 17:34:59.809161,2024-06-07 17:35:02.514928,0 days 00:00:02.705767,0.005842530423635195,0.05094517246833936,8,2,296,COMPLETE
428,0.9121908396808613,2024-06-07 17:34:59.932830,2024-06-07 17:35:02.658526,0 days 00:00:02.725696,0.00478792924170929,0.049934166436728274,8,2,296,COMPLETE
429,0.9114645058737691,2024-06-07 17:35:00.449448,2024-06-07 17:35:02.930798,0 days 00:00:02.481350,0.005087434371281383,0.04937867356586115,8,2,295,COMPLETE
430,0.9104363598885801,2024-06-07 17:35:00.845393,2024-06-07 17:35:02.951743,0 days 00:00:02.106350,0.005169509198837248,0.06095901258726549,8,2,242,COMPLETE
431,0.9430054865232494,2024-06-07 17:35:01.514604,2024-06-07 17:35:04.346319,0 days 00:00:02.831715,0.00017918838523480997,0.10387363000315288,8,2,296,COMPLETE
432,0.9110926663149034,2024-06-07 17:35:01.740000,2024-06-07 17:35:03.702041,0 days 00:00:01.962041,0.005122970363993192,0.06231016569847319,8,2,196,COMPLETE
433,0.8479120735610456,2024-06-07 17:35:02.184810,2024-06-07 17:35:03.989273,0 days 00:00:01.804463,0.03835951183387129,0.06052373500308467,9,2,231,COMPLETE
434,0.9104567406633772,2024-06-07 17:35:02.518918,2024-06-07 17:35:05.045393,0 days 00:00:02.526475,0.0051606428027011,0.06020599268866182,9,2,283,COMPLETE
435,0.9411940294288049,2024-06-07 17:35:02.661518,2024-06-07 17:35:06.670728,0 days 00:00:04.009210,0.00025412567051409163,0.061869899550025545,9,2,290,COMPLETE
436,0.9389157126735792,2024-06-07 17:35:02.932793,2024-06-07 17:35:06.811353,0 days 00:00:03.878560,0.0004716957629735057,0.06079345043889221,9,2,289,COMPLETE
437,0.8738910470868666,2024-06-07 17:35:02.955732,2024-06-07 17:35:05.654763,0 days 00:00:02.699031,0.019717385195090264,0.03759021061953105,9,2,233,COMPLETE
438,0.9414752621350788,2024-06-07 17:35:03.055465,2024-06-07 17:35:07.708023,0 days 00:00:04.652558,0.0003159804653293531,0.03589182707979191,8,2,196,COMPLETE
439,0.874902785246705,2024-06-07 17:35:03.705036,2024-06-07 17:35:06.011526,0 days 00:00:02.306490,0.01883427645966655,0.037163832542664976,8,2,217,COMPLETE
440,0.8740008385742448,2024-06-07 17:35:03.993263,2024-06-07 17:35:06.242907,0 days 00:00:02.249644,0.02000153566708617,0.038235112314053354,8,2,205,COMPLETE
441,0.9433266884565167,2024-06-07 17:35:04.348315,2024-06-07 17:35:07.417730,0 days 00:00:03.069415,0.00012453554176531588,0.09054677079061685,8,2,281,COMPLETE
442,0.8763324872221816,2024-06-07 17:35:05.048386,2024-06-07 17:35:07.107561,0 days 00:00:02.059175,0.01883062876714121,0.09776530191743939,8,2,290,COMPLETE
443,0.9398632732496961,2024-06-07 17:35:05.657755,2024-06-07 17:35:08.256556,0 days 00:00:02.598801,0.0004409262767894375,0.09170793563036372,8,2,289,COMPLETE
444,0.9123211637160676,2024-06-07 17:35:06.014518,2024-06-07 17:35:08.866966,0 days 00:00:02.852448,0.0001615555670324696,0.08789113475818555,3,2,291,COMPLETE
445,0.9429278077135353,2024-06-07 17:35:06.246897,2024-06-07 17:35:08.762247,0 days 00:00:02.515350,0.0001602657040964524,0.09927058653803653,8,2,287,COMPLETE
446,0.9357111402610461,2024-06-07 17:35:06.674717,2024-06-07 17:35:09.132256,0 days 00:00:02.457539,0.0008738894840270171,0.10204848690490954,8,2,289,COMPLETE
447,0.9397986684394319,2024-06-07 17:35:06.814344,2024-06-07 17:35:09.365632,0 days 00:00:02.551288,0.00043466220034278803,0.10279704572164239,8,2,289,COMPLETE
448,0.9387928423225452,2024-06-07 17:35:07.109555,2024-06-07 17:35:09.811329,0 days 00:00:02.701774,0.00045689946334739846,0.08725744883823441,8,2,286,COMPLETE
449,0.8955529424253486,2024-06-07 17:35:07.419725,2024-06-07 17:35:09.331722,0 days 00:00:01.911997,0.009436706404744376,0.0928889269439418,8,2,277,COMPLETE
450,0.8942065636671781,2024-06-07 17:35:07.710018,2024-06-07 17:35:08.951739,0 days 00:00:01.241721,0.01000026100557829,0.10138459486985874,8,2,190,COMPLETE
451,0.8969871726763932,2024-06-07 17:35:08.259548,2024-06-07 17:35:10.264119,0 days 00:00:02.004571,0.009364032931319514,0.08932503201257834,8,2,296,COMPLETE
452,0.8928425382010725,2024-06-07 17:35:08.765238,2024-06-07 17:35:10.632134,0 days 00:00:01.866896,0.010179501436196746,0.08702332600916897,8,2,278,COMPLETE
453,0.8938515058007623,2024-06-07 17:35:08.869958,2024-06-07 17:35:10.818355,0 days 00:00:01.948397,0.010033980534845204,0.09435332168944281,8,2,286,COMPLETE
454,0.9008738482010964,2024-06-07 17:35:08.960715,2024-06-07 17:35:11.048739,0 days 00:00:02.088024,0.008162250714429482,0.09355314242995125,8,2,278,COMPLETE
455,0.8987361324167829,2024-06-07 17:35:09.139237,2024-06-07 17:35:11.394814,0 days 00:00:02.255577,0.008633896539299853,0.09604368428183341,8,2,284,COMPLETE
456,0.9037136074604781,2024-06-07 17:35:09.341697,2024-06-07 17:35:11.460637,0 days 00:00:02.118940,0.006789153445297751,0.11465882255367496,8,2,284,COMPLETE
457,0.9014306751860718,2024-06-07 17:35:09.370619,2024-06-07 17:35:11.437700,0 days 00:00:02.067081,0.007670945720712077,0.08504353726007087,8,2,285,COMPLETE
458,0.9001061198143001,2024-06-07 17:35:09.813323,2024-06-07 17:35:11.610237,0 days 00:00:01.796914,0.008011813999402134,0.10471716760488978,8,2,278,COMPLETE
459,0.9064495544118161,2024-06-07 17:35:10.267111,2024-06-07 17:35:12.292959,0 days 00:00:02.025848,0.006313763864421346,0.10577647622305865,8,2,299,COMPLETE
460,0.9063157721899109,2024-06-07 17:35:10.636123,2024-06-07 17:35:12.466494,0 days 00:00:01.830371,0.0063181050577336174,0.11157960246900347,8,2,280,COMPLETE
461,0.9062825531326095,2024-06-07 17:35:10.822345,2024-06-07 17:35:12.628062,0 days 00:00:01.805717,0.00622955797168779,0.09628407181783714,8,2,281,COMPLETE
462,0.8800240620672751,2024-06-07 17:35:11.052728,2024-06-07 17:35:12.942835,0 days 00:00:01.890107,0.016586828553095356,0.0991638572096102,8,2,298,COMPLETE
463,0.8808934149486011,2024-06-07 17:35:11.397806,2024-06-07 17:35:13.581127,0 days 00:00:02.183321,0.015918407469994747,0.11103501212163683,8,2,299,COMPLETE
464,0.9097983877120559,2024-06-07 17:35:11.445678,2024-06-07 17:35:13.422551,0 days 00:00:01.976873,0.005525752602639742,0.1017458483816992,8,2,258,COMPLETE
465,0.878736258817733,2024-06-07 17:35:11.464627,2024-06-07 17:35:13.521287,0 days 00:00:02.056660,0.016215294796267984,0.10855270467291207,7,2,300,COMPLETE
466,0.7848971991845322,2024-06-07 17:35:11.614228,2024-06-07 17:35:13.385649,0 days 00:00:01.771421,0.12412847294899539,0.10080515175169588,7,2,299,COMPLETE
467,0.8786220648387292,2024-06-07 17:35:12.296947,2024-06-07 17:35:13.826194,0 days 00:00:01.529247,0.018086946583134915,0.0967862117151097,7,2,222,COMPLETE
468,0.8791372862770286,2024-06-07 17:35:12.470483,2024-06-07 17:35:14.610098,0 days 00:00:02.139615,0.016413002627856468,0.09363142990027128,7,2,300,COMPLETE
469,0.8772487705995371,2024-06-07 17:35:12.634046,2024-06-07 17:35:14.342814,0 days 00:00:01.708768,0.017902348420662788,0.07547264753634539,7,2,227,COMPLETE
470,0.8806787510804278,2024-06-07 17:35:12.944828,2024-06-07 17:35:14.919172,0 days 00:00:01.974344,0.016141096798809974,0.10550024600006513,7,2,257,COMPLETE
471,0.8821184647638278,2024-06-07 17:35:13.387645,2024-06-07 17:35:15.768803,0 days 00:00:02.381158,0.015315334134422945,0.07964665575377773,8,2,293,COMPLETE
472,0.8825112916408195,2024-06-07 17:35:13.428535,2024-06-07 17:35:15.425818,0 days 00:00:01.997283,0.014932174846524551,0.07768741239510589,8,2,223,COMPLETE
473,0.882786482000541,2024-06-07 17:35:13.530263,2024-06-07 17:35:16.019610,0 days 00:00:02.489347,0.015004818229334523,0.07482306843593675,8,2,292,COMPLETE
474,0.9380960939287712,2024-06-07 17:35:13.588108,2024-06-07 17:35:16.795504,0 days 00:00:03.207396,0.0005966038299216632,0.08322771125829305,8,2,294,COMPLETE
